sample_id,reason,file_count,bytes,files
guatemala-volcano_00000017,outside_morocco_adaptation,4,3443215,data/train/images/guatemala-volcano_00000017_pre_disaster.png;data/train/images/guatemala-volcano_00000017_post_disaster.png;data/train/labels/guatemala-volcano_00000017_pre_disaster.json;data/train/labels/guatemala-volcano_00000017_post_disaster.json
guatemala-volcano_00000018,outside_morocco_adaptation,4,3248233,data/train/images/guatemala-volcano_00000018_pre_disaster.png;data/train/images/guatemala-volcano_00000018_post_disaster.png;data/train/labels/guatemala-volcano_00000018_pre_disaster.json;data/train/labels/guatemala-volcano_00000018_post_disaster.json
guatemala-volcano_00000019,outside_morocco_adaptation,4,3552233,data/train/images/guatemala-volcano_00000019_pre_disaster.png;data/train/images/guatemala-volcano_00000019_post_disaster.png;data/train/labels/guatemala-volcano_00000019_pre_disaster.json;data/train/labels/guatemala-volcano_00000019_post_disaster.json
guatemala-volcano_00000023,outside_morocco_adaptation,4,3803913,data/train/images/guatemala-volcano_00000023_pre_disaster.png;data/train/images/guatemala-volcano_00000023_post_disaster.png;data/train/labels/guatemala-volcano_00000023_pre_disaster.json;data/train/labels/guatemala-volcano_00000023_post_disaster.json
guatemala-volcano_00000024,outside_morocco_adaptation,4,3618175,data/train/images/guatemala-volcano_00000024_pre_disaster.png;data/train/images/guatemala-volcano_00000024_post_disaster.png;data/train/labels/guatemala-volcano_00000024_pre_disaster.json;data/train/labels/guatemala-volcano_00000024_post_disaster.json
guatemala-volcano_00000025,outside_morocco_adaptation,4,3658406,data/train/images/guatemala-volcano_00000025_pre_disaster.png;data/train/images/guatemala-volcano_00000025_post_disaster.png;data/train/labels/guatemala-volcano_00000025_pre_disaster.json;data/train/labels/guatemala-volcano_00000025_post_disaster.json
guatemala-volcano_00000026,outside_morocco_adaptation,4,3443977,data/train/images/guatemala-volcano_00000026_pre_disaster.png;data/train/images/guatemala-volcano_00000026_post_disaster.png;data/train/labels/guatemala-volcano_00000026_pre_disaster.json;data/train/labels/guatemala-volcano_00000026_post_disaster.json
guatemala-volcano_00000027,outside_morocco_adaptation,4,3461940,data/train/images/guatemala-volcano_00000027_pre_disaster.png;data/train/images/guatemala-volcano_00000027_post_disaster.png;data/train/labels/guatemala-volcano_00000027_pre_disaster.json;data/train/labels/guatemala-volcano_00000027_post_disaster.json
hurricane-florence_00000000,outside_morocco_adaptation,4,3332222,data/train/images/hurricane-florence_00000000_pre_disaster.png;data/train/images/hurricane-florence_00000000_post_disaster.png;data/train/labels/hurricane-florence_00000000_pre_disaster.json;data/train/labels/hurricane-florence_00000000_post_disaster.json
hurricane-florence_00000001,outside_morocco_adaptation,4,3205189,data/train/images/hurricane-florence_00000001_pre_disaster.png;data/train/images/hurricane-florence_00000001_post_disaster.png;data/train/labels/hurricane-florence_00000001_pre_disaster.json;data/train/labels/hurricane-florence_00000001_post_disaster.json
hurricane-florence_00000002,outside_morocco_adaptation,4,2883557,data/train/images/hurricane-florence_00000002_pre_disaster.png;data/train/images/hurricane-florence_00000002_post_disaster.png;data/train/labels/hurricane-florence_00000002_pre_disaster.json;data/train/labels/hurricane-florence_00000002_post_disaster.json
hurricane-florence_00000003,outside_morocco_adaptation,4,2929785,data/train/images/hurricane-florence_00000003_pre_disaster.png;data/train/images/hurricane-florence_00000003_post_disaster.png;data/train/labels/hurricane-florence_00000003_pre_disaster.json;data/train/labels/hurricane-florence_00000003_post_disaster.json
hurricane-florence_00000008,outside_morocco_adaptation,4,3274204,data/train/images/hurricane-florence_00000008_pre_disaster.png;data/train/images/hurricane-florence_00000008_post_disaster.png;data/train/labels/hurricane-florence_00000008_pre_disaster.json;data/train/labels/hurricane-florence_00000008_post_disaster.json
hurricane-florence_00000012,outside_morocco_adaptation,4,3035402,data/train/images/hurricane-florence_00000012_pre_disaster.png;data/train/images/hurricane-florence_00000012_post_disaster.png;data/train/labels/hurricane-florence_00000012_pre_disaster.json;data/train/labels/hurricane-florence_00000012_post_disaster.json
hurricane-florence_00000015,outside_morocco_adaptation,4,3225794,data/train/images/hurricane-florence_00000015_pre_disaster.png;data/train/images/hurricane-florence_00000015_post_disaster.png;data/train/labels/hurricane-florence_00000015_pre_disaster.json;data/train/labels/hurricane-florence_00000015_post_disaster.json
hurricane-florence_00000016,outside_morocco_adaptation,4,3111754,data/train/images/hurricane-florence_00000016_pre_disaster.png;data/train/images/hurricane-florence_00000016_post_disaster.png;data/train/labels/hurricane-florence_00000016_pre_disaster.json;data/train/labels/hurricane-florence_00000016_post_disaster.json
hurricane-florence_00000018,outside_morocco_adaptation,4,3141803,data/train/images/hurricane-florence_00000018_pre_disaster.png;data/train/images/hurricane-florence_00000018_post_disaster.png;data/train/labels/hurricane-florence_00000018_pre_disaster.json;data/train/labels/hurricane-florence_00000018_post_disaster.json
hurricane-florence_00000020,outside_morocco_adaptation,4,2876348,data/train/images/hurricane-florence_00000020_pre_disaster.png;data/train/images/hurricane-florence_00000020_post_disaster.png;data/train/labels/hurricane-florence_00000020_pre_disaster.json;data/train/labels/hurricane-florence_00000020_post_disaster.json
hurricane-florence_00000022,outside_morocco_adaptation,4,2816927,data/train/images/hurricane-florence_00000022_pre_disaster.png;data/train/images/hurricane-florence_00000022_post_disaster.png;data/train/labels/hurricane-florence_00000022_pre_disaster.json;data/train/labels/hurricane-florence_00000022_post_disaster.json
hurricane-florence_00000023,outside_morocco_adaptation,4,2961147,data/train/images/hurricane-florence_00000023_pre_disaster.png;data/train/images/hurricane-florence_00000023_post_disaster.png;data/train/labels/hurricane-florence_00000023_pre_disaster.json;data/train/labels/hurricane-florence_00000023_post_disaster.json
hurricane-florence_00000024,outside_morocco_adaptation,4,2902379,data/train/images/hurricane-florence_00000024_pre_disaster.png;data/train/images/hurricane-florence_00000024_post_disaster.png;data/train/labels/hurricane-florence_00000024_pre_disaster.json;data/train/labels/hurricane-florence_00000024_post_disaster.json
hurricane-florence_00000026,outside_morocco_adaptation,4,2883212,data/train/images/hurricane-florence_00000026_pre_disaster.png;data/train/images/hurricane-florence_00000026_post_disaster.png;data/train/labels/hurricane-florence_00000026_pre_disaster.json;data/train/labels/hurricane-florence_00000026_post_disaster.json
hurricane-florence_00000027,outside_morocco_adaptation,4,1236939,data/train/images/hurricane-florence_00000027_pre_disaster.png;data/train/images/hurricane-florence_00000027_post_disaster.png;data/train/labels/hurricane-florence_00000027_pre_disaster.json;data/train/labels/hurricane-florence_00000027_post_disaster.json
hurricane-florence_00000028,outside_morocco_adaptation,4,3164391,data/train/images/hurricane-florence_00000028_pre_disaster.png;data/train/images/hurricane-florence_00000028_post_disaster.png;data/train/labels/hurricane-florence_00000028_pre_disaster.json;data/train/labels/hurricane-florence_00000028_post_disaster.json
hurricane-florence_00000030,outside_morocco_adaptation,4,2628728,data/train/images/hurricane-florence_00000030_pre_disaster.png;data/train/images/hurricane-florence_00000030_post_disaster.png;data/train/labels/hurricane-florence_00000030_pre_disaster.json;data/train/labels/hurricane-florence_00000030_post_disaster.json
hurricane-florence_00000031,outside_morocco_adaptation,4,2794818,data/train/images/hurricane-florence_00000031_pre_disaster.png;data/train/images/hurricane-florence_00000031_post_disaster.png;data/train/labels/hurricane-florence_00000031_pre_disaster.json;data/train/labels/hurricane-florence_00000031_post_disaster.json
hurricane-florence_00000032,outside_morocco_adaptation,4,2719871,data/train/images/hurricane-florence_00000032_pre_disaster.png;data/train/images/hurricane-florence_00000032_post_disaster.png;data/train/labels/hurricane-florence_00000032_pre_disaster.json;data/train/labels/hurricane-florence_00000032_post_disaster.json
hurricane-florence_00000036,outside_morocco_adaptation,4,2790515,data/train/images/hurricane-florence_00000036_pre_disaster.png;data/train/images/hurricane-florence_00000036_post_disaster.png;data/train/labels/hurricane-florence_00000036_pre_disaster.json;data/train/labels/hurricane-florence_00000036_post_disaster.json
hurricane-florence_00000037,outside_morocco_adaptation,4,2798348,data/train/images/hurricane-florence_00000037_pre_disaster.png;data/train/images/hurricane-florence_00000037_post_disaster.png;data/train/labels/hurricane-florence_00000037_pre_disaster.json;data/train/labels/hurricane-florence_00000037_post_disaster.json
hurricane-florence_00000042,outside_morocco_adaptation,4,2738788,data/train/images/hurricane-florence_00000042_pre_disaster.png;data/train/images/hurricane-florence_00000042_post_disaster.png;data/train/labels/hurricane-florence_00000042_pre_disaster.json;data/train/labels/hurricane-florence_00000042_post_disaster.json
hurricane-florence_00000043,outside_morocco_adaptation,4,2819726,data/train/images/hurricane-florence_00000043_pre_disaster.png;data/train/images/hurricane-florence_00000043_post_disaster.png;data/train/labels/hurricane-florence_00000043_pre_disaster.json;data/train/labels/hurricane-florence_00000043_post_disaster.json
hurricane-florence_00000044,outside_morocco_adaptation,4,2608118,data/train/images/hurricane-florence_00000044_pre_disaster.png;data/train/images/hurricane-florence_00000044_post_disaster.png;data/train/labels/hurricane-florence_00000044_pre_disaster.json;data/train/labels/hurricane-florence_00000044_post_disaster.json
hurricane-florence_00000045,outside_morocco_adaptation,4,2717919,data/train/images/hurricane-florence_00000045_pre_disaster.png;data/train/images/hurricane-florence_00000045_post_disaster.png;data/train/labels/hurricane-florence_00000045_pre_disaster.json;data/train/labels/hurricane-florence_00000045_post_disaster.json
hurricane-florence_00000048,outside_morocco_adaptation,4,3005728,data/train/images/hurricane-florence_00000048_pre_disaster.png;data/train/images/hurricane-florence_00000048_post_disaster.png;data/train/labels/hurricane-florence_00000048_pre_disaster.json;data/train/labels/hurricane-florence_00000048_post_disaster.json
hurricane-florence_00000049,outside_morocco_adaptation,4,2879211,data/train/images/hurricane-florence_00000049_pre_disaster.png;data/train/images/hurricane-florence_00000049_post_disaster.png;data/train/labels/hurricane-florence_00000049_pre_disaster.json;data/train/labels/hurricane-florence_00000049_post_disaster.json
hurricane-florence_00000051,outside_morocco_adaptation,4,1895204,data/train/images/hurricane-florence_00000051_pre_disaster.png;data/train/images/hurricane-florence_00000051_post_disaster.png;data/train/labels/hurricane-florence_00000051_pre_disaster.json;data/train/labels/hurricane-florence_00000051_post_disaster.json
hurricane-florence_00000053,outside_morocco_adaptation,4,2315041,data/train/images/hurricane-florence_00000053_pre_disaster.png;data/train/images/hurricane-florence_00000053_post_disaster.png;data/train/labels/hurricane-florence_00000053_pre_disaster.json;data/train/labels/hurricane-florence_00000053_post_disaster.json
hurricane-florence_00000054,outside_morocco_adaptation,4,2257233,data/train/images/hurricane-florence_00000054_pre_disaster.png;data/train/images/hurricane-florence_00000054_post_disaster.png;data/train/labels/hurricane-florence_00000054_pre_disaster.json;data/train/labels/hurricane-florence_00000054_post_disaster.json
hurricane-florence_00000055,outside_morocco_adaptation,4,3009274,data/train/images/hurricane-florence_00000055_pre_disaster.png;data/train/images/hurricane-florence_00000055_post_disaster.png;data/train/labels/hurricane-florence_00000055_pre_disaster.json;data/train/labels/hurricane-florence_00000055_post_disaster.json
hurricane-florence_00000057,outside_morocco_adaptation+no_valid_damage_label,4,2493151,data/train/images/hurricane-florence_00000057_pre_disaster.png;data/train/images/hurricane-florence_00000057_post_disaster.png;data/train/labels/hurricane-florence_00000057_pre_disaster.json;data/train/labels/hurricane-florence_00000057_post_disaster.json
hurricane-florence_00000058,outside_morocco_adaptation+no_valid_damage_label,4,2879110,data/train/images/hurricane-florence_00000058_pre_disaster.png;data/train/images/hurricane-florence_00000058_post_disaster.png;data/train/labels/hurricane-florence_00000058_pre_disaster.json;data/train/labels/hurricane-florence_00000058_post_disaster.json
hurricane-florence_00000059,outside_morocco_adaptation,4,2510492,data/train/images/hurricane-florence_00000059_pre_disaster.png;data/train/images/hurricane-florence_00000059_post_disaster.png;data/train/labels/hurricane-florence_00000059_pre_disaster.json;data/train/labels/hurricane-florence_00000059_post_disaster.json
hurricane-florence_00000060,outside_morocco_adaptation,4,2807177,data/train/images/hurricane-florence_00000060_pre_disaster.png;data/train/images/hurricane-florence_00000060_post_disaster.png;data/train/labels/hurricane-florence_00000060_pre_disaster.json;data/train/labels/hurricane-florence_00000060_post_disaster.json
hurricane-florence_00000061,outside_morocco_adaptation,4,2873860,data/train/images/hurricane-florence_00000061_pre_disaster.png;data/train/images/hurricane-florence_00000061_post_disaster.png;data/train/labels/hurricane-florence_00000061_pre_disaster.json;data/train/labels/hurricane-florence_00000061_post_disaster.json
hurricane-florence_00000062,outside_morocco_adaptation,4,2776048,data/train/images/hurricane-florence_00000062_pre_disaster.png;data/train/images/hurricane-florence_00000062_post_disaster.png;data/train/labels/hurricane-florence_00000062_pre_disaster.json;data/train/labels/hurricane-florence_00000062_post_disaster.json
hurricane-florence_00000063,outside_morocco_adaptation,4,2617188,data/train/images/hurricane-florence_00000063_pre_disaster.png;data/train/images/hurricane-florence_00000063_post_disaster.png;data/train/labels/hurricane-florence_00000063_pre_disaster.json;data/train/labels/hurricane-florence_00000063_post_disaster.json
hurricane-florence_00000064,outside_morocco_adaptation,4,2960959,data/train/images/hurricane-florence_00000064_pre_disaster.png;data/train/images/hurricane-florence_00000064_post_disaster.png;data/train/labels/hurricane-florence_00000064_pre_disaster.json;data/train/labels/hurricane-florence_00000064_post_disaster.json
hurricane-florence_00000065,outside_morocco_adaptation,4,2969227,data/train/images/hurricane-florence_00000065_pre_disaster.png;data/train/images/hurricane-florence_00000065_post_disaster.png;data/train/labels/hurricane-florence_00000065_pre_disaster.json;data/train/labels/hurricane-florence_00000065_post_disaster.json
hurricane-florence_00000066,outside_morocco_adaptation,4,2662502,data/train/images/hurricane-florence_00000066_pre_disaster.png;data/train/images/hurricane-florence_00000066_post_disaster.png;data/train/labels/hurricane-florence_00000066_pre_disaster.json;data/train/labels/hurricane-florence_00000066_post_disaster.json
hurricane-florence_00000067,outside_morocco_adaptation,4,2692888,data/train/images/hurricane-florence_00000067_pre_disaster.png;data/train/images/hurricane-florence_00000067_post_disaster.png;data/train/labels/hurricane-florence_00000067_pre_disaster.json;data/train/labels/hurricane-florence_00000067_post_disaster.json
hurricane-florence_00000069,outside_morocco_adaptation,4,2732845,data/train/images/hurricane-florence_00000069_pre_disaster.png;data/train/images/hurricane-florence_00000069_post_disaster.png;data/train/labels/hurricane-florence_00000069_pre_disaster.json;data/train/labels/hurricane-florence_00000069_post_disaster.json
hurricane-florence_00000070,outside_morocco_adaptation,4,3060718,data/train/images/hurricane-florence_00000070_pre_disaster.png;data/train/images/hurricane-florence_00000070_post_disaster.png;data/train/labels/hurricane-florence_00000070_pre_disaster.json;data/train/labels/hurricane-florence_00000070_post_disaster.json
hurricane-florence_00000072,outside_morocco_adaptation,4,3012319,data/train/images/hurricane-florence_00000072_pre_disaster.png;data/train/images/hurricane-florence_00000072_post_disaster.png;data/train/labels/hurricane-florence_00000072_pre_disaster.json;data/train/labels/hurricane-florence_00000072_post_disaster.json
hurricane-florence_00000073,outside_morocco_adaptation,4,2652593,data/train/images/hurricane-florence_00000073_pre_disaster.png;data/train/images/hurricane-florence_00000073_post_disaster.png;data/train/labels/hurricane-florence_00000073_pre_disaster.json;data/train/labels/hurricane-florence_00000073_post_disaster.json
hurricane-florence_00000075,outside_morocco_adaptation,4,2877400,data/train/images/hurricane-florence_00000075_pre_disaster.png;data/train/images/hurricane-florence_00000075_post_disaster.png;data/train/labels/hurricane-florence_00000075_pre_disaster.json;data/train/labels/hurricane-florence_00000075_post_disaster.json
hurricane-florence_00000078,outside_morocco_adaptation,4,2026946,data/train/images/hurricane-florence_00000078_pre_disaster.png;data/train/images/hurricane-florence_00000078_post_disaster.png;data/train/labels/hurricane-florence_00000078_pre_disaster.json;data/train/labels/hurricane-florence_00000078_post_disaster.json
hurricane-florence_00000079,outside_morocco_adaptation,4,2750730,data/train/images/hurricane-florence_00000079_pre_disaster.png;data/train/images/hurricane-florence_00000079_post_disaster.png;data/train/labels/hurricane-florence_00000079_pre_disaster.json;data/train/labels/hurricane-florence_00000079_post_disaster.json
hurricane-florence_00000080,outside_morocco_adaptation,4,1761112,data/train/images/hurricane-florence_00000080_pre_disaster.png;data/train/images/hurricane-florence_00000080_post_disaster.png;data/train/labels/hurricane-florence_00000080_pre_disaster.json;data/train/labels/hurricane-florence_00000080_post_disaster.json
hurricane-florence_00000083,outside_morocco_adaptation,4,2782862,data/train/images/hurricane-florence_00000083_pre_disaster.png;data/train/images/hurricane-florence_00000083_post_disaster.png;data/train/labels/hurricane-florence_00000083_pre_disaster.json;data/train/labels/hurricane-florence_00000083_post_disaster.json
hurricane-florence_00000084,outside_morocco_adaptation,4,2859018,data/train/images/hurricane-florence_00000084_pre_disaster.png;data/train/images/hurricane-florence_00000084_post_disaster.png;data/train/labels/hurricane-florence_00000084_pre_disaster.json;data/train/labels/hurricane-florence_00000084_post_disaster.json
hurricane-florence_00000085,outside_morocco_adaptation,4,2830102,data/train/images/hurricane-florence_00000085_pre_disaster.png;data/train/images/hurricane-florence_00000085_post_disaster.png;data/train/labels/hurricane-florence_00000085_pre_disaster.json;data/train/labels/hurricane-florence_00000085_post_disaster.json
hurricane-florence_00000086,outside_morocco_adaptation,4,3116417,data/train/images/hurricane-florence_00000086_pre_disaster.png;data/train/images/hurricane-florence_00000086_post_disaster.png;data/train/labels/hurricane-florence_00000086_pre_disaster.json;data/train/labels/hurricane-florence_00000086_post_disaster.json
hurricane-florence_00000088,outside_morocco_adaptation,4,2542615,data/train/images/hurricane-florence_00000088_pre_disaster.png;data/train/images/hurricane-florence_00000088_post_disaster.png;data/train/labels/hurricane-florence_00000088_pre_disaster.json;data/train/labels/hurricane-florence_00000088_post_disaster.json
hurricane-florence_00000091,outside_morocco_adaptation,4,3267153,data/train/images/hurricane-florence_00000091_pre_disaster.png;data/train/images/hurricane-florence_00000091_post_disaster.png;data/train/labels/hurricane-florence_00000091_pre_disaster.json;data/train/labels/hurricane-florence_00000091_post_disaster.json
hurricane-florence_00000093,outside_morocco_adaptation+no_valid_damage_label,4,2409141,data/train/images/hurricane-florence_00000093_pre_disaster.png;data/train/images/hurricane-florence_00000093_post_disaster.png;data/train/labels/hurricane-florence_00000093_pre_disaster.json;data/train/labels/hurricane-florence_00000093_post_disaster.json
hurricane-florence_00000094,outside_morocco_adaptation,4,3062727,data/train/images/hurricane-florence_00000094_pre_disaster.png;data/train/images/hurricane-florence_00000094_post_disaster.png;data/train/labels/hurricane-florence_00000094_pre_disaster.json;data/train/labels/hurricane-florence_00000094_post_disaster.json
hurricane-florence_00000096,outside_morocco_adaptation,4,3383892,data/train/images/hurricane-florence_00000096_pre_disaster.png;data/train/images/hurricane-florence_00000096_post_disaster.png;data/train/labels/hurricane-florence_00000096_pre_disaster.json;data/train/labels/hurricane-florence_00000096_post_disaster.json
hurricane-florence_00000099,outside_morocco_adaptation,4,2685913,data/train/images/hurricane-florence_00000099_pre_disaster.png;data/train/images/hurricane-florence_00000099_post_disaster.png;data/train/labels/hurricane-florence_00000099_pre_disaster.json;data/train/labels/hurricane-florence_00000099_post_disaster.json
hurricane-florence_00000100,outside_morocco_adaptation,4,2162824,data/train/images/hurricane-florence_00000100_pre_disaster.png;data/train/images/hurricane-florence_00000100_post_disaster.png;data/train/labels/hurricane-florence_00000100_pre_disaster.json;data/train/labels/hurricane-florence_00000100_post_disaster.json
hurricane-florence_00000101,outside_morocco_adaptation,4,1553608,data/train/images/hurricane-florence_00000101_pre_disaster.png;data/train/images/hurricane-florence_00000101_post_disaster.png;data/train/labels/hurricane-florence_00000101_pre_disaster.json;data/train/labels/hurricane-florence_00000101_post_disaster.json
hurricane-florence_00000102,outside_morocco_adaptation,4,3083035,data/train/images/hurricane-florence_00000102_pre_disaster.png;data/train/images/hurricane-florence_00000102_post_disaster.png;data/train/labels/hurricane-florence_00000102_pre_disaster.json;data/train/labels/hurricane-florence_00000102_post_disaster.json
hurricane-florence_00000103,outside_morocco_adaptation,4,3077879,data/train/images/hurricane-florence_00000103_pre_disaster.png;data/train/images/hurricane-florence_00000103_post_disaster.png;data/train/labels/hurricane-florence_00000103_pre_disaster.json;data/train/labels/hurricane-florence_00000103_post_disaster.json
hurricane-florence_00000104,outside_morocco_adaptation,4,2762660,data/train/images/hurricane-florence_00000104_pre_disaster.png;data/train/images/hurricane-florence_00000104_post_disaster.png;data/train/labels/hurricane-florence_00000104_pre_disaster.json;data/train/labels/hurricane-florence_00000104_post_disaster.json
hurricane-florence_00000106,outside_morocco_adaptation,4,2894785,data/train/images/hurricane-florence_00000106_pre_disaster.png;data/train/images/hurricane-florence_00000106_post_disaster.png;data/train/labels/hurricane-florence_00000106_pre_disaster.json;data/train/labels/hurricane-florence_00000106_post_disaster.json
hurricane-florence_00000110,outside_morocco_adaptation,4,3140043,data/train/images/hurricane-florence_00000110_pre_disaster.png;data/train/images/hurricane-florence_00000110_post_disaster.png;data/train/labels/hurricane-florence_00000110_pre_disaster.json;data/train/labels/hurricane-florence_00000110_post_disaster.json
hurricane-florence_00000111,outside_morocco_adaptation,4,3179280,data/train/images/hurricane-florence_00000111_pre_disaster.png;data/train/images/hurricane-florence_00000111_post_disaster.png;data/train/labels/hurricane-florence_00000111_pre_disaster.json;data/train/labels/hurricane-florence_00000111_post_disaster.json
hurricane-florence_00000114,outside_morocco_adaptation,4,3141522,data/train/images/hurricane-florence_00000114_pre_disaster.png;data/train/images/hurricane-florence_00000114_post_disaster.png;data/train/labels/hurricane-florence_00000114_pre_disaster.json;data/train/labels/hurricane-florence_00000114_post_disaster.json
hurricane-florence_00000115,outside_morocco_adaptation,4,2951400,data/train/images/hurricane-florence_00000115_pre_disaster.png;data/train/images/hurricane-florence_00000115_post_disaster.png;data/train/labels/hurricane-florence_00000115_pre_disaster.json;data/train/labels/hurricane-florence_00000115_post_disaster.json
hurricane-florence_00000118,outside_morocco_adaptation,4,2650683,data/train/images/hurricane-florence_00000118_pre_disaster.png;data/train/images/hurricane-florence_00000118_post_disaster.png;data/train/labels/hurricane-florence_00000118_pre_disaster.json;data/train/labels/hurricane-florence_00000118_post_disaster.json
hurricane-florence_00000120,outside_morocco_adaptation,4,2995271,data/train/images/hurricane-florence_00000120_pre_disaster.png;data/train/images/hurricane-florence_00000120_post_disaster.png;data/train/labels/hurricane-florence_00000120_pre_disaster.json;data/train/labels/hurricane-florence_00000120_post_disaster.json
hurricane-florence_00000122,outside_morocco_adaptation,4,2832368,data/train/images/hurricane-florence_00000122_pre_disaster.png;data/train/images/hurricane-florence_00000122_post_disaster.png;data/train/labels/hurricane-florence_00000122_pre_disaster.json;data/train/labels/hurricane-florence_00000122_post_disaster.json
hurricane-florence_00000123,outside_morocco_adaptation,4,1912803,data/train/images/hurricane-florence_00000123_pre_disaster.png;data/train/images/hurricane-florence_00000123_post_disaster.png;data/train/labels/hurricane-florence_00000123_pre_disaster.json;data/train/labels/hurricane-florence_00000123_post_disaster.json
hurricane-florence_00000126,outside_morocco_adaptation,4,2858783,data/train/images/hurricane-florence_00000126_pre_disaster.png;data/train/images/hurricane-florence_00000126_post_disaster.png;data/train/labels/hurricane-florence_00000126_pre_disaster.json;data/train/labels/hurricane-florence_00000126_post_disaster.json
hurricane-florence_00000132,outside_morocco_adaptation,4,3305319,data/train/images/hurricane-florence_00000132_pre_disaster.png;data/train/images/hurricane-florence_00000132_post_disaster.png;data/train/labels/hurricane-florence_00000132_pre_disaster.json;data/train/labels/hurricane-florence_00000132_post_disaster.json
hurricane-florence_00000136,outside_morocco_adaptation,4,2828584,data/train/images/hurricane-florence_00000136_pre_disaster.png;data/train/images/hurricane-florence_00000136_post_disaster.png;data/train/labels/hurricane-florence_00000136_pre_disaster.json;data/train/labels/hurricane-florence_00000136_post_disaster.json
hurricane-florence_00000138,outside_morocco_adaptation+no_valid_damage_label,4,1672241,data/train/images/hurricane-florence_00000138_pre_disaster.png;data/train/images/hurricane-florence_00000138_post_disaster.png;data/train/labels/hurricane-florence_00000138_pre_disaster.json;data/train/labels/hurricane-florence_00000138_post_disaster.json
hurricane-florence_00000139,outside_morocco_adaptation,4,2776818,data/train/images/hurricane-florence_00000139_pre_disaster.png;data/train/images/hurricane-florence_00000139_post_disaster.png;data/train/labels/hurricane-florence_00000139_pre_disaster.json;data/train/labels/hurricane-florence_00000139_post_disaster.json
hurricane-florence_00000140,outside_morocco_adaptation,4,1661175,data/train/images/hurricane-florence_00000140_pre_disaster.png;data/train/images/hurricane-florence_00000140_post_disaster.png;data/train/labels/hurricane-florence_00000140_pre_disaster.json;data/train/labels/hurricane-florence_00000140_post_disaster.json
hurricane-florence_00000142,outside_morocco_adaptation+no_valid_damage_label,4,3209699,data/train/images/hurricane-florence_00000142_pre_disaster.png;data/train/images/hurricane-florence_00000142_post_disaster.png;data/train/labels/hurricane-florence_00000142_pre_disaster.json;data/train/labels/hurricane-florence_00000142_post_disaster.json
hurricane-florence_00000144,outside_morocco_adaptation,4,2919650,data/train/images/hurricane-florence_00000144_pre_disaster.png;data/train/images/hurricane-florence_00000144_post_disaster.png;data/train/labels/hurricane-florence_00000144_pre_disaster.json;data/train/labels/hurricane-florence_00000144_post_disaster.json
